ClientNo	RoleType	DocType	NoOfCopy	promptUser	collated	PrinterSetup	ReportNo
742	1	2	3	0	1	0	92
742	1	7	2	0	1	0	81
745	3	2	3	0	1	0	7
745	3	7	2	0	1	0	10
746	1	2	2	0	1	0	92
746	1	7	1	0	1	0	81
749	1	2	1	0	1	0	92
749	1	6	1	0	1	0	22
749	1	7	1	0	1	0	81
749	1	14	1	0	1	0	45
752	1	2	2	0	1	0	7
752	1	6	1	0	1	0	22
752	1	7	1	0	1	0	81
753	1	2	2	0	1	0	91
753	1	6	1	0	1	0	22
753	1	7	1	0	1	0	82
790	1	1	1	0	1	0	15
790	1	2	1	0	1	0	1
790	1	7	3	0	1	0	9
796	1	2	3	0	1	0	1
796	1	7	2	0	1	0	9
798	1	2	3	0	1	0	1
798	1	7	2	0	1	0	9
805	1	2	1	0	1	0	24
805	1	6	1	0	1	0	22
811	1	2	3	0	1	0	1
811	1	6	1	0	1	0	22
811	1	7	2	0	1	0	9
816	1	2	3	0	1	0	6
816	1	7	2	0	1	0	9
821	1	2	2	0	1	0	93
821	1	6	1	0	1	0	22
821	1	7	1	0	1	0	81
822	1	2	3	0	1	0	7
822	1	6	1	0	1	0	22
822	1	7	2	0	1	0	10
824	1	2	3	0	1	0	7
824	1	6	1	0	1	0	22
824	1	7	2	0	1	0	10
825	1	2	2	0	1	0	92
825	1	6	1	0	1	0	22
825	1	7	1	0	1	0	81
826	1	2	3	0	1	0	7
826	1	6	1	0	1	0	22
826	1	7	2	0	1	0	10
827	1	2	3	0	1	0	7
827	1	6	1	0	1	0	22
827	1	7	2	0	1	0	10
828	1	2	3	0	1	0	7
828	1	6	1	0	1	0	22
828	1	7	2	0	1	0	10
829	1	2	1	0	1	0	93
829	1	6	1	0	1	0	22
829	1	7	1	0	1	0	70
830	1	2	3	0	1	0	1
830	1	6	1	0	1	0	33
830	1	7	1	0	1	0	44
830	1	9	1	0	1	0	35
830	1	14	1	0	1	0	45
830	9	2	1	0	1	0	1
830	9	7	1	0	1	0	9
831	1	2	3	0	1	0	7
831	1	6	1	0	1	0	22
831	1	7	2	0	1	0	10
832	1	2	3	0	1	0	2
832	1	7	3	0	1	0	10
833	1	2	3	0	1	0	7
833	1	6	1	0	1	0	22
833	1	7	2	0	1	0	10
834	1	2	3	0	1	0	7
834	1	6	1	0	1	0	22
834	1	7	2	0	1	0	10
835	1	2	3	0	1	0	7
835	1	6	1	0	1	0	22
835	1	7	2	0	1	0	10
836	1	2	2	0	1	0	92
836	1	6	1	0	1	0	22
836	1	7	1	0	1	0	81
841	1	2	2	0	1	0	92
841	1	6	1	0	1	0	22
841	1	7	1	0	1	0	81
842	1	2	2	0	1	0	7
842	1	6	1	0	1	0	22
842	1	7	1	0	1	0	10
843	1	2	1	0	1	0	92
843	1	6	1	0	1	0	22
843	1	7	1	0	1	0	81
846	1	2	1	0	1	0	93
846	1	6	1	0	1	0	22
846	1	7	1	0	1	0	81
847	1	2	1	0	1	0	91
847	1	6	1	0	1	0	22
847	1	7	1	0	1	0	82
847	1	14	1	0	1	0	69
849	1	2	3	0	1	0	1
849	1	6	1	0	1	0	22
849	1	7	2	0	1	0	9
850	1	2	3	0	1	0	7
850	1	6	1	0	1	0	22
850	1	7	2	0	1	0	10
851	1	2	3	0	1	0	7
851	1	7	2	0	1	0	10
853	1	2	2	0	1	0	1
853	1	6	1	0	1	0	22
853	1	7	2	0	1	0	9
855	1	2	3	0	1	0	7
855	1	6	1	0	1	0	22
855	1	7	2	0	1	0	10
859	1	2	2	0	1	0	93
859	1	6	1	0	1	0	22
859	1	7	1	0	1	0	81
863	1	2	3	0	1	0	7
863	1	6	1	0	1	0	22
863	1	7	2	0	1	0	10
865	1	2	3	0	1	0	7
865	1	6	1	0	1	0	22
865	1	7	1	0	1	0	10
866	1	2	3	0	1	0	92
866	1	6	1	0	1	0	22
866	1	7	2	0	1	0	10
867	1	2	2	0	1	0	7
867	1	6	1	0	1	0	22
867	1	7	1	0	1	0	10
870	1	2	2	0	1	0	93
870	1	6	1	0	1	0	109
870	1	7	1	0	1	0	81
871	1	2	3	0	1	0	7
871	1	6	1	0	1	0	22
871	1	7	2	0	1	0	10
872	1	2	2	0	1	0	93
872	1	6	1	0	1	0	22
872	1	7	1	0	1	0	81
873	1	2	3	0	1	0	7
873	1	6	1	0	1	0	22
873	1	7	2	0	1	0	10
874	1	2	1	0	1	0	7
874	1	6	1	0	1	0	22
874	1	7	1	0	1	0	70
878	1	2	3	0	1	0	93
878	1	7	1	0	1	0	10
882	1	2	3	0	1	0	1
882	1	6	1	0	1	0	22
882	1	7	3	0	1	0	9
883	1	2	3	0	1	0	92
883	1	7	2	0	1	0	81
885	1	2	2	0	1	0	93
885	1	6	1	0	1	0	22
885	1	7	1	0	1	0	81
887	1	2	3	0	1	0	7
887	1	6	1	0	1	0	22
887	1	7	2	0	1	0	10
888	1	2	2	0	1	0	7
888	1	7	1	0	1	0	81
890	1	2	1	0	1	0	93
890	1	6	1	0	1	0	22
890	1	7	1	0	1	0	81
891	1	2	3	0	1	0	5
891	1	7	2	0	1	0	9
892	1	2	3	0	1	0	7
892	1	6	1	0	1	0	22
892	1	7	2	0	1	0	10
893	1	2	1	0	1	0	93
893	1	6	1	0	1	0	22
893	1	7	1	0	1	0	81
894	1	2	3	0	0	0	7
894	1	7	1	0	1	0	10
895	1	2	2	0	1	0	93
895	1	6	1	0	1	0	109
895	1	7	1	0	1	0	81
896	1	2	3	0	1	0	7
896	1	6	1	0	1	0	22
896	1	7	2	0	1	0	10
900	1	2	3	0	1	0	5
900	1	7	2	0	1	0	9
906	1	2	3	0	1	0	92
906	1	7	2	0	1	0	81
907	1	2	3	0	1	0	92
907	1	7	2	0	1	0	81
912	1	2	3	0	1	0	92
912	1	7	2	0	1	0	81
914	1	2	3	0	1	0	7
914	1	6	1	0	1	0	22
914	1	7	2	0	1	0	10
920	1	2	1	0	1	0	93
920	1	6	1	0	1	0	22
920	1	7	1	0	1	0	103
922	1	1	1	0	1	0	16
922	1	2	3	0	1	0	7
922	1	6	1	0	1	0	22
922	1	7	2	0	1	0	10
925	1	2	3	0	1	0	7
925	1	6	1	0	1	0	22
925	1	7	2	0	1	0	10
927	1	2	2	0	1	0	24
927	1	6	1	0	1	0	33
927	1	7	2	0	1	0	25
932	1	2	3	0	1	0	7
932	1	6	1	0	1	0	22
932	1	7	1	0	1	0	10
937	1	2	3	0	1	0	7
937	1	6	1	0	1	0	22
937	1	7	1	0	1	0	10
939	1	2	2	0	1	0	93
939	1	6	1	0	1	0	109
939	1	7	1	0	1	0	81
940	1	2	2	0	1	0	7
940	1	6	1	0	1	0	22
940	1	7	1	0	1	0	10
941	1	2	4	0	1	0	92
941	1	6	1	0	1	0	22
941	1	7	1	0	1	0	103
943	1	2	3	0	1	0	93
943	1	6	1	0	1	0	22
943	1	7	2	0	1	0	81
944	1	2	2	0	1	0	7
944	1	6	1	0	1	0	22
944	1	7	1	0	1	0	10
945	1	2	3	0	1	0	7
945	1	6	1	0	1	0	22
945	1	7	2	0	1	0	10
946	1	2	2	0	1	0	7
946	1	6	1	0	1	0	22
946	1	7	1	0	1	0	10
947	1	2	2	0	1	0	7
947	1	6	1	0	1	0	22
947	1	7	1	0	1	0	10
948	1	2	2	0	1	0	7
948	1	6	1	0	1	0	22
948	1	7	1	0	1	0	10
949	1	2	3	0	1	0	92
949	1	7	2	0	1	0	10
950	1	2	3	0	1	0	7
950	1	6	1	0	1	0	22
950	1	7	2	0	1	0	10
952	1	2	3	0	1	0	92
952	1	7	2	0	1	0	10
955	1	2	2	0	1	0	7
955	1	6	1	0	1	0	22
955	1	7	1	0	1	0	10
958	1	2	3	0	1	0	1
958	1	6	1	0	1	0	22
958	1	7	2	0	1	0	9
959	1	2	2	0	1	0	7
959	1	6	1	0	1	0	22
959	1	7	1	0	1	0	10
961	1	2	3	0	1	0	7
961	1	6	1	0	1	0	22
961	1	7	2	0	1	0	10
962	1	2	3	0	1	0	92
962	1	7	2	0	1	0	81
965	1	2	3	0	1	0	2
965	1	7	2	0	1	0	10
968	1	2	1	0	1	0	91
968	1	6	1	0	1	0	69
968	1	7	1	0	1	0	82
974	1	1	1	0	1	0	16
974	1	2	2	0	1	0	92
974	1	6	1	0	1	0	22
974	1	7	1	0	1	0	103
975	1	2	3	0	1	0	2
975	1	7	3	0	1	0	10
976	1	2	1	0	1	0	91
976	1	6	1	0	1	0	22
976	1	7	2	0	1	0	82
978	1	2	2	0	1	0	7
978	1	6	1	0	1	0	22
978	1	7	1	0	1	0	10
979	1	2	3	0	1	0	93
979	1	6	1	0	1	0	22
979	1	7	2	0	1	0	81
980	1	2	1	0	0	0	92
980	1	6	1	0	1	0	22
980	1	7	1	0	0	0	81
980	1	14	1	0	1	0	69
981	1	2	3	0	1	0	7
981	1	6	1	0	1	0	22
981	1	7	2	0	1	0	10
985	1	2	2	0	1	0	93
985	1	6	1	0	1	0	22
985	1	7	1	0	1	0	81
986	1	2	2	0	1	0	7
986	1	7	1	0	1	0	10
988	3	2	2	0	1	0	7
988	3	7	1	0	1	0	10
990	1	2	7	0	1	0	93
990	1	6	1	0	1	0	22
990	1	7	4	0	1	0	103
991	1	2	3	0	1	0	7
991	1	6	1	0	1	0	22
991	1	7	2	0	1	0	10
992	1	2	3	0	1	0	7
992	1	6	1	0	1	0	22
992	1	7	2	0	1	0	10
993	1	2	2	0	1	0	93
993	1	6	1	0	1	0	22
993	1	7	1	0	1	0	81
995	1	2	2	0	1	0	93
995	1	6	1	0	1	0	22
995	1	7	1	0	1	0	81
996	1	2	3	0	1	0	7
996	1	6	1	0	1	0	22
996	1	7	2	0	1	0	10
997	1	2	2	0	1	0	93
997	1	6	1	0	1	0	22
997	1	7	1	0	1	0	81
1004	1	2	2	0	1	0	93
1004	1	6	1	0	1	0	109
1004	1	7	1	0	1	0	81
1005	1	2	3	0	1	0	7
1005	1	6	1	0	1	0	22
1005	1	7	2	0	1	0	10
1006	1	2	2	0	1	0	93
1006	1	6	1	0	1	0	22
1006	1	7	1	0	1	0	81
1011	1	2	2	0	1	0	7
1011	1	7	1	0	1	0	81
1016	3	2	3	0	1	0	7
1016	3	6	1	0	1	0	22
1016	3	7	2	0	1	0	10
1019	1	2	3	0	1	0	7
1019	1	6	1	0	1	0	22
1019	1	7	2	0	1	0	10
1019	1	13	1	0	1	0	42
1021	1	2	2	0	1	0	7
1021	1	6	1	0	1	0	22
1021	1	7	1	0	1	0	10
1022	1	2	2	0	1	0	92
1022	1	6	1	0	1	0	22
1022	1	7	1	0	1	0	81
1023	1	2	2	0	1	0	7
1023	1	7	1	0	1	0	81
1025	1	2	3	0	1	0	92
1025	1	7	2	0	1	0	81
1035	1	2	3	0	0	0	7
1035	1	6	1	0	1	0	22
1035	1	7	2	0	1	0	10
1037	1	2	2	0	1	0	93
1037	1	6	1	0	1	0	109
1037	1	7	1	0	1	0	81
1038	1	2	3	0	1	0	7
1038	1	6	1	0	1	0	22
1038	1	7	2	0	1	0	10
1042	1	2	1	0	1	0	97
1042	1	6	1	0	1	0	22
1042	1	7	1	0	1	0	81
1044	1	2	1	0	1	0	8
1050	1	2	2	0	1	0	94
1050	1	6	1	0	1	0	22
1050	1	7	1	0	1	0	81
1050	1	14	1	0	1	0	69
1052	1	2	3	0	1	0	7
1052	1	4	1	0	1	0	43
1052	1	6	1	0	1	0	22
1052	1	7	1	0	1	0	10
1054	1	2	3	0	1	0	7
1054	1	7	2	0	1	0	10
1056	1	2	2	0	1	0	93
1056	1	6	1	0	1	0	109
1056	1	7	1	0	1	0	103
1060	1	2	2	0	1	0	93
1060	1	6	1	0	1	0	22
1060	1	7	1	0	1	0	81
1063	1	2	3	0	1	0	7
1063	1	7	2	0	1	0	10
1067	1	2	3	0	1	0	92
1067	1	7	2	0	1	0	81
1069	1	2	3	0	1	0	5
1069	1	7	2	0	1	0	9
1071	1	2	2	0	1	0	91
1071	1	7	1	0	1	0	82
1075	1	2	3	0	1	0	7
1075	1	6	1	0	1	0	22
1075	1	7	2	0	1	0	10
1079	1	2	3	0	1	0	7
1079	1	6	1	0	1	0	22
1079	1	7	2	0	1	0	10
1081	1	2	2	0	1	0	92
1081	1	6	1	0	1	0	22
1081	1	7	1	0	1	0	81
1085	1	2	3	0	1	0	7
1085	1	6	1	0	1	0	22
1085	1	7	2	0	1	0	10
1095	1	1	1	0	1	0	16
1095	1	2	1	0	1	0	93
1095	1	6	1	0	1	0	22
1095	1	7	1	0	1	0	70
1099	1	2	2	0	1	0	7
1099	1	6	1	0	1	0	22
1099	1	7	1	0	1	0	10
1101	1	2	1	0	1	0	93
1101	1	6	1	0	1	0	109
1101	1	7	1	0	1	0	103
1105	1	1	1	0	1	0	16
1105	1	2	1	0	1	0	93
1105	1	6	1	0	1	0	22
1105	1	7	1	0	1	0	103
1113	1	2	3	0	1	0	1
1113	1	7	2	0	1	0	9
1117	1	2	1	0	1	0	93
1117	1	6	1	0	1	0	109
1117	1	7	1	0	1	0	103
1142	1	2	2	0	1	0	7
1142	1	6	1	0	1	0	22
1142	1	7	1	0	1	0	10
1146	1	2	3	0	1	0	7
1146	1	6	1	0	1	0	22
1146	1	7	2	0	1	0	10
1148	1	2	2	0	1	0	7
1148	1	6	1	0	1	0	22
1148	1	7	1	0	1	0	10
1150	1	2	2	0	1	0	7
1150	1	6	1	0	1	0	22
1150	1	7	1	0	1	0	10
1152	1	2	2	0	1	0	7
1152	1	6	1	0	1	0	22
1152	1	7	1	0	1	0	10
1154	1	2	1	0	1	0	93
1154	1	6	1	0	1	0	22
1154	1	7	1	0	1	0	81
1158	1	2	2	0	1	0	7
1158	1	6	1	0	1	0	22
1158	1	7	1	0	1	0	10
1160	1	2	2	0	1	0	93
1160	1	6	1	0	1	0	22
1160	1	7	1	0	1	0	81
1162	1	2	3	0	1	0	7
1162	1	6	1	0	1	0	22
1162	1	7	2	0	1	0	10
1164	1	2	3	0	1	0	7
1164	1	6	1	0	1	0	22
1164	1	7	2	0	1	0	10
1166	1	2	3	0	1	0	7
1166	1	6	1	0	1	0	22
1166	1	7	2	0	1	0	10
1168	1	2	3	0	1	0	93
1168	1	6	1	0	1	0	22
1168	1	7	2	0	1	0	81
1176	1	2	3	0	1	0	1
1176	1	6	1	0	1	0	22
1176	1	7	2	0	1	0	9
1178	1	2	2	0	1	0	24
1178	1	7	2	0	1	0	25
1178	1	14	1	0	1	0	45
1186	3	2	2	0	1	0	24
1186	3	6	1	0	1	0	22
1186	3	7	2	0	1	0	25
1190	1	2	2	0	1	0	24
1190	1	6	1	0	1	0	33
1190	1	7	2	0	1	0	25
1192	1	2	3	0	1	0	7
1192	1	6	1	0	1	0	22
1192	1	7	2	0	1	0	10
1196	1	2	2	0	1	0	24
1196	1	7	2	0	1	0	25
1196	1	14	1	0	1	0	45
1198	1	2	2	0	1	0	24
1198	1	7	2	0	1	0	25
1202	1	2	2	0	1	0	7
1202	1	6	1	0	1	0	22
1202	1	7	1	0	1	0	81
1204	1	2	2	0	1	0	7
1204	1	6	1	0	1	0	22
1204	1	7	1	0	1	0	81
1214	1	2	3	0	1	0	7
1214	1	7	2	0	1	0	81
1218	1	2	3	0	1	0	5
1218	1	7	2	0	1	0	9
1224	1	2	3	0	1	0	92
1224	1	7	2	0	1	0	81
1226	1	2	3	0	1	0	92
1226	1	6	1	0	1	0	22
1226	1	7	2	0	1	0	81
1228	1	2	3	0	1	0	92
1228	1	7	2	0	1	0	81
1230	1	2	3	0	1	0	93
1230	1	6	1	0	1	0	22
1230	1	7	2	0	1	0	81
1232	1	2	4	0	1	0	2
1232	1	7	3	0	1	0	10
1236	1	2	2	0	1	0	7
1236	1	6	1	0	1	0	22
1236	1	7	1	0	1	0	10
1238	1	2	3	0	1	0	7
1238	1	6	1	0	1	0	22
1238	1	7	2	0	1	0	10
1244	1	2	2	0	1	0	7
1244	1	6	1	0	1	0	22
1244	1	7	1	0	1	0	10
1248	1	2	3	0	1	0	7
1248	1	6	1	0	1	0	22
1248	1	7	2	0	1	0	10
1250	1	2	2	0	1	0	7
1250	1	6	1	0	1	0	22
1250	1	7	1	0	1	0	10
1252	1	2	2	0	1	0	93
1252	1	6	1	0	1	0	22
1252	1	7	1	0	1	0	81
1254	1	2	2	0	1	0	93
1254	1	6	1	0	1	0	109
1254	1	7	1	0	1	0	81
1266	1	2	3	0	1	0	7
1266	1	6	1	0	1	0	22
1266	1	7	2	0	1	0	10
1268	1	2	2	0	1	0	87
1268	1	6	1	0	1	0	22
1268	1	7	2	0	1	0	82
1270	1	2	3	0	1	0	5
1270	1	7	2	0	1	0	9
1272	1	2	2	0	1	0	91
1272	1	6	1	0	1	0	22
1272	1	7	2	0	1	0	82
1284	1	2	4	0	1	0	54
1284	1	7	1	0	1	0	10
1286	1	2	3	0	1	0	5
1286	1	7	2	0	1	0	9
1290	1	2	3	0	1	0	1
1290	1	7	2	0	1	0	9
1294	1	2	3	0	1	0	1
1294	1	7	2	0	1	0	9
1304	1	2	3	0	1	0	1
1304	1	7	2	0	1	0	9
1306	1	2	3	0	1	0	1
1306	1	7	2	0	1	0	9
1310	1	2	1	0	1	0	91
1310	1	6	1	0	1	0	22
1310	1	7	1	0	1	0	100
1310	1	14	1	0	1	0	69
1312	1	2	1	0	0	0	91
1312	1	6	1	0	1	0	22
1312	1	7	1	0	1	0	82
1314	1	2	3	0	1	0	24
1314	1	6	1	0	1	0	33
1314	1	7	2	0	1	0	25
1316	1	2	1	0	1	0	24
1316	1	6	1	0	1	0	33
1316	1	7	1	0	1	0	25
1318	1	2	2	0	1	0	93
1318	1	6	1	0	1	0	109
1318	1	7	1	0	1	0	81
1322	1	2	1	0	1	0	91
1322	1	7	1	0	1	0	82
1324	1	2	2	0	1	0	1
1324	1	7	2	0	1	0	9
1330	1	2	1	0	1	0	24
1330	1	6	1	0	1	0	33
1330	1	7	1	0	1	0	25
1338	1	2	3	0	1	0	7
1338	1	6	1	0	1	0	22
1338	1	7	2	0	1	0	10
1348	1	2	1	0	1	0	92
1348	1	6	1	0	1	0	22
1348	1	7	1	0	1	0	81
1360	1	2	6	0	1	0	7
1360	1	7	4	0	1	0	10
1364	1	1	1	0	1	0	16
1364	1	2	2	0	1	0	92
1364	1	6	1	0	1	0	22
1364	1	7	1	0	1	0	103
1368	1	2	4	0	1	0	7
1368	1	6	1	0	1	0	22
1368	1	7	3	0	1	0	10
1376	1	2	2	0	1	0	7
1376	1	6	1	0	1	0	22
1376	1	7	1	0	1	0	10
1378	1	2	2	0	1	0	7
1378	1	6	1	0	1	0	22
1378	1	7	1	0	1	0	12
1398	1	2	3	0	1	0	7
1398	1	6	1	0	1	0	22
1398	1	7	2	0	1	0	10
1400	1	2	3	0	1	0	7
1400	1	6	1	0	1	0	22
1400	1	7	2	0	1	0	10
1410	1	2	2	0	1	0	93
1410	1	6	1	0	1	0	22
1410	1	7	1	0	1	0	81
1418	1	2	1	0	1	0	91
1418	1	6	1	0	1	0	22
1418	1	7	1	0	1	0	82
1453	1	2	2	0	1	0	91
1453	1	6	1	0	1	0	22
1453	1	7	1	0	1	0	82
1485	1	2	2	0	1	0	7
1485	1	6	1	0	1	0	22
1485	1	7	1	0	1	0	10
1491	1	2	2	0	1	0	93
1491	1	6	1	0	1	0	22
1491	1	7	1	0	1	0	81
1493	1	2	2	0	1	0	7
1493	1	6	1	0	1	0	22
1493	1	7	1	0	1	0	10
1501	1	2	2	0	1	0	93
1501	1	6	1	0	1	0	109
1501	1	7	1	0	1	0	81
1511	1	2	2	0	1	0	7
1511	1	6	1	0	1	0	22
1511	1	7	1	0	1	0	10
1519	1	2	3	0	1	0	7
1519	1	7	2	0	1	0	10
1523	1	2	3	0	1	0	7
1523	1	6	1	0	1	0	22
1523	1	7	2	0	1	0	10
1547	1	2	7	0	1	0	2
1547	1	7	4	0	1	0	10
1549	1	2	3	0	1	0	7
1549	1	6	1	0	1	0	22
1549	1	7	2	0	1	0	10
1555	1	2	2	0	1	0	7
1555	1	6	1	0	1	0	22
1555	1	7	1	0	1	0	10
1559	1	2	3	0	1	0	7
1559	1	7	2	0	1	0	10
1563	1	2	2	0	1	0	24
1563	1	7	2	0	1	0	25
1565	1	2	3	0	1	0	7
1565	1	7	2	0	1	0	10
1567	1	2	3	0	1	0	7
1567	1	6	1	0	1	0	22
1567	1	7	2	0	1	0	10
1569	1	2	3	0	1	0	92
1569	1	7	2	0	1	0	81
1571	1	2	3	0	1	0	92
1571	1	7	2	0	1	0	81
1579	1	2	2	0	1	0	7
1579	1	6	1	0	1	0	22
1579	1	7	1	0	1	0	10
1581	1	2	3	0	1	0	7
1581	1	6	1	0	1	0	22
1581	1	7	2	0	1	0	10
1591	1	2	3	0	1	0	87
1591	1	7	1	0	1	0	82
1601	1	2	1	0	1	0	91
1601	1	7	1	0	1	0	82
1603	1	2	2	0	1	0	91
1603	1	6	1	0	1	0	33
1603	1	7	2	0	1	0	25
1609	1	2	1	0	1	0	93
1609	1	6	1	0	1	0	22
1609	1	7	1	0	1	0	103
1619	1	2	1	0	1	0	93
1619	1	4	1	0	1	0	43
1619	1	6	1	0	1	0	22
1619	1	7	1	0	1	0	81
1627	1	2	2	0	1	0	7
1627	1	6	1	0	1	0	22
1627	1	7	1	0	1	0	10
1652	1	2	3	0	1	0	6
1652	1	7	3	0	1	0	10
1658	1	2	2	0	1	0	24
1658	1	7	2	0	1	0	25
1660	1	2	2	0	1	0	7
1660	1	6	1	0	1	0	22
1660	1	7	1	0	1	0	10
1666	1	2	3	0	1	0	92
1666	1	7	2	0	1	0	81
1668	1	2	1	0	1	0	91
1668	1	6	1	0	1	0	22
1668	1	7	1	0	1	0	82
1668	1	14	1	0	1	0	45
1686	1	2	3	0	1	0	7
1686	1	6	1	0	1	0	22
1686	1	7	2	0	1	0	10
1688	1	2	4	0	1	0	7
1688	1	7	1	0	1	0	12
1694	1	2	3	0	1	0	92
1694	1	7	2	0	1	0	81
1696	1	2	2	0	1	0	7
1696	1	6	1	0	1	0	22
1696	1	7	1	0	1	0	10
1700	1	2	1	0	1	0	93
1700	1	6	1	0	1	0	22
1700	1	7	1	0	1	0	81
1702	1	2	2	0	1	0	93
1702	1	6	1	0	1	0	22
1702	1	7	1	0	1	0	81
1711	1	2	3	0	1	0	5
1711	1	7	2	0	1	0	9
1713	1	2	2	0	1	0	7
1713	1	6	1	0	1	0	22
1713	1	7	1	0	1	0	10
1715	1	2	3	0	1	0	92
1715	1	7	2	0	1	0	81
1717	1	2	3	0	1	0	7
1717	1	6	1	0	1	0	22
1717	1	7	2	0	1	0	10
1721	1	2	2	0	1	0	91
1721	1	6	1	0	1	0	22
1721	1	7	2	0	1	0	82
1731	1	2	3	0	1	0	7
1731	1	6	1	0	1	0	22
1731	1	7	2	0	1	0	10
1733	1	2	3	0	1	0	92
1733	1	7	2	0	1	0	81
1737	1	2	2	0	1	0	93
1737	1	6	1	0	1	0	22
1737	1	7	1	0	1	0	81
1739	1	2	3	0	1	0	7
1739	1	6	1	0	1	0	22
1739	1	7	2	0	1	0	10
1751	1	2	2	0	1	0	1
1751	1	7	1	0	1	0	9
1753	1	2	3	0	1	0	7
1753	1	6	1	0	1	0	22
1753	1	7	2	0	1	0	10
1755	1	2	2	0	1	0	7
1755	1	6	1	0	1	0	22
1755	1	7	1	0	1	0	10
1761	1	2	3	0	1	0	1
1761	1	7	1	0	1	0	9
1767	1	2	3	0	1	0	1
1767	1	7	1	0	1	0	9
1783	1	2	2	0	1	0	24
1783	1	7	2	0	1	0	25
1789	1	2	2	0	1	0	93
1789	1	6	1	0	1	0	22
1789	1	7	1	0	1	0	81
1813	1	2	3	0	1	0	92
1813	1	7	2	0	1	0	81
1819	1	2	3	0	1	0	1
1819	1	7	2	0	1	0	9
1819	2	9	1	0	1	0	23
1819	7	2	3	0	1	0	1
1819	7	7	2	0	1	0	9
1821	1	2	2	0	1	0	87
1821	1	6	1	0	1	0	22
1821	1	7	2	0	1	0	81
1825	1	1	1	0	1	0	71
1825	1	2	2	0	1	0	93
1825	1	6	1	0	1	0	22
1825	1	7	1	0	1	0	103
1827	1	2	3	0	1	0	7
1827	1	6	1	0	1	0	22
1827	1	7	2	0	1	0	10
1843	1	2	3	0	1	0	5
1843	1	7	2	0	1	0	9
1847	1	2	1	0	1	0	92
1847	1	6	1	0	1	0	22
1847	1	7	1	0	1	0	81
1847	1	14	1	0	1	0	45
1847	1	14	1	0	1	0	69
1849	1	2	2	0	1	0	93
1849	1	6	1	0	1	0	22
1849	1	7	1	0	1	0	103
1863	1	2	2	0	1	0	7
1863	1	6	1	0	1	0	22
1863	1	7	1	0	1	0	10
1871	1	2	2	0	1	0	7
1871	1	6	1	0	1	0	22
1871	1	7	1	0	1	0	10
1879	1	2	2	0	1	0	91
1879	1	6	1	0	1	0	22
1879	1	7	1	0	1	0	100
1881	1	2	3	0	1	0	1
1881	1	7	3	0	0	0	9
1883	1	2	2	0	1	0	7
1883	1	6	1	0	1	0	22
1883	1	7	1	0	1	0	10
1885	1	2	4	0	1	0	3
1885	1	7	2	0	1	0	12
1889	1	2	3	0	1	0	7
1889	1	6	1	0	1	0	22
1889	1	7	2	0	1	0	10
1891	1	2	2	0	1	0	93
1891	1	6	1	0	1	0	22
1891	1	7	1	0	1	0	81
1893	1	2	3	0	1	0	7
1893	1	6	1	0	1	0	22
1893	1	7	2	0	1	0	10
1899	1	2	3	0	1	0	7
1899	1	6	1	0	1	0	22
1899	1	7	2	0	1	0	10
1907	1	2	2	0	1	0	92
1907	1	6	1	0	1	0	22
1907	1	7	2	0	1	0	81
1936	1	2	1	0	1	0	93
1936	1	6	1	0	1	0	22
1936	1	7	1	0	1	0	103
1952	1	2	4	0	1	0	7
1952	1	7	3	0	1	0	10
1956	1	1	2	0	1	0	28
1956	1	2	1	0	1	0	91
1956	1	6	1	0	1	0	22
1956	1	7	1	0	1	0	82
1956	1	14	1	0	1	0	45
1960	1	2	2	0	1	0	7
1960	1	6	1	0	1	0	22
1960	1	7	1	0	1	0	10
1978	1	2	3	0	1	0	7
1978	1	6	1	0	1	0	22
1978	1	7	2	0	1	0	10
1980	1	2	3	0	1	0	7
1980	1	6	1	0	1	0	22
1980	1	7	2	0	1	0	10
1982	1	2	2	0	1	0	7
1982	1	6	1	0	1	0	22
1982	1	7	1	0	1	0	10
1998	1	2	1	0	1	0	24
1998	1	6	1	0	1	0	33
1998	1	7	1	0	1	0	25
2004	1	2	3	0	1	0	1
2004	1	7	2	0	1	0	9
2008	1	2	2	0	1	0	92
2008	1	7	1	0	1	0	81
2018	1	2	3	0	1	0	7
2018	1	6	1	0	1	0	22
2018	1	7	2	0	1	0	10
2020	1	2	2	0	1	0	7
2020	1	6	1	0	1	0	22
2020	1	7	1	0	1	0	10
2024	1	2	3	0	1	0	92
2024	1	7	2	0	1	0	81
2026	1	2	3	0	1	0	92
2026	1	7	2	0	1	0	81
2028	1	2	3	0	1	0	7
2028	1	6	1	0	1	0	22
2028	1	7	2	0	1	0	10
2032	1	2	3	0	1	0	7
2032	1	6	1	0	1	0	22
2032	1	7	2	0	1	0	10
2052	1	2	2	0	1	0	7
2052	1	6	1	0	1	0	22
2052	1	7	1	0	1	0	10
2054	1	2	2	0	1	0	7
2054	1	6	1	0	1	0	22
2054	1	7	1	0	1	0	10
2056	1	2	2	0	1	0	24
2056	1	7	2	0	1	0	25
2064	1	2	2	0	1	0	7
2064	1	6	1	0	1	0	22
2064	1	7	1	0	1	0	10
2068	1	2	3	0	1	0	1
2068	1	6	1	0	1	0	22
2068	1	7	2	0	1	0	9
2074	1	2	2	0	1	0	24
2074	1	6	1	0	1	0	33
2074	1	7	2	0	1	0	25
2076	1	2	2	0	1	0	24
2076	1	6	1	0	1	0	33
