ClientNo	RoleType	DocType	NoOfCopy	promptUser	collated	PrinterSetup	ReportNo
4031	1	2	3	0	1	0	7
4031	1	6	1	0	1	0	22
4031	1	7	2	0	1	0	10
4034	1	2	3	0	1	0	7
4034	1	6	1	0	1	0	22
4034	1	7	2	0	1	0	10
4036	1	2	3	0	1	0	7
4036	1	6	1	0	1	0	22
4036	1	7	2	0	1	0	10
4039	1	2	2	0	1	0	7
4039	1	6	1	0	1	0	22
4039	1	7	1	0	1	0	10
4040	1	2	2	0	1	0	93
4040	1	6	1	0	1	0	22
4040	1	7	1	0	1	0	81
4041	1	2	1	0	1	0	92
4048	1	2	1	0	1	0	91
4048	1	7	1	0	1	0	82
4050	1	2	2	0	1	0	7
4050	1	6	1	0	1	0	22
4050	1	7	1	0	1	0	10
4052	1	2	8	0	1	0	2
4052	1	7	5	0	1	0	12
4054	1	2	3	0	1	0	7
4054	1	6	1	0	1	0	22
4054	1	7	2	0	1	0	10
4056	1	2	2	0	1	0	24
4056	1	6	1	0	1	0	33
4056	1	7	2	0	1	0	9
4057	1	2	3	0	1	0	1
4057	1	7	2	0	1	1	9
4058	1	2	2	0	1	0	93
4058	1	6	1	0	1	0	109
4058	1	7	1	0	1	0	81
4063	1	2	2	0	1	0	24
4063	1	6	1	0	1	0	33
4063	1	7	1	0	1	0	25
4064	1	2	2	0	1	0	24
4064	1	7	2	0	1	0	25
4065	1	2	2	0	1	0	24
4065	1	7	1	0	1	0	25
4066	1	2	2	0	1	0	7
4066	1	7	1	0	1	0	81
4067	1	2	8	0	1	0	2
4067	1	7	5	0	1	0	12
4068	1	2	3	0	1	0	7
4068	1	6	1	0	1	0	22
4068	1	7	2	0	1	0	10
4074	1	2	1	0	1	0	92
4075	1	2	2	0	1	0	24
4075	1	6	1	0	1	0	33
4075	1	7	2	0	1	0	25
4081	1	2	2	0	1	0	7
4081	1	6	1	0	1	0	22
4081	1	7	1	0	1	0	10
4082	1	2	1	0	1	0	87
4082	1	6	1	0	1	0	22
4082	1	7	1	0	1	0	82
4085	1	2	1	0	1	0	24
4085	1	7	1	0	1	0	25
4089	1	2	2	0	1	0	93
4089	1	6	1	0	1	0	22
4089	1	7	6	0	1	0	103
4090	1	2	2	0	1	0	24
4090	1	7	2	0	1	0	25
4094	1	2	3	0	1	0	1
4094	1	7	2	0	1	0	9
4095	1	2	2	0	1	0	7
4095	1	6	1	0	1	0	22
4095	1	7	3	0	1	0	10
4096	1	2	2	0	1	0	24
4096	1	7	2	0	1	0	25
4101	1	2	3	0	1	0	7
4101	1	6	1	0	1	0	22
4101	1	7	2	0	1	0	10
4104	1	2	3	0	1	0	7
4104	1	6	1	0	1	0	22
4104	1	7	2	0	1	0	10
4106	1	2	3	0	1	0	7
4106	1	6	1	0	1	0	22
4106	1	7	2	0	1	0	10
4107	1	2	3	0	1	0	7
4107	1	6	1	0	1	0	22
4107	1	7	2	0	1	0	10
4108	1	2	2	0	1	0	7
4108	1	6	1	0	1	0	22
4108	1	7	1	0	1	0	10
4109	1	2	2	0	1	0	93
4109	1	6	1	0	1	0	22
4109	1	7	1	0	1	0	81
4110	1	2	3	0	1	0	7
4110	1	6	1	0	1	0	22
4110	1	7	2	0	1	0	10
4111	1	1	1	0	1	0	16
4111	1	2	3	0	1	0	92
4111	1	7	1	0	1	0	81
4112	1	2	7	0	1	0	3
4112	1	7	5	0	1	0	10
4113	1	2	3	0	1	0	7
4113	1	6	1	0	1	0	22
4113	1	7	2	0	1	0	10
4114	1	2	2	0	1	0	7
4114	1	6	1	0	1	0	22
4114	1	7	1	0	1	0	10
4115	1	2	2	0	1	0	7
4115	1	6	1	0	1	0	22
4115	1	7	1	0	1	0	10
4120	1	2	3	0	1	0	7
4120	1	6	1	0	1	0	22
4120	1	7	2	0	1	0	10
4121	1	1	1	0	1	0	16
4121	1	2	1	0	1	0	92
4121	1	6	1	0	1	0	22
4121	1	7	1	0	1	0	81
4123	1	2	3	0	1	0	1
4123	1	7	2	0	1	0	9
4125	1	2	2	0	1	0	7
4125	1	6	1	0	1	0	22
4125	1	7	1	0	1	0	10
4126	1	2	3	0	1	0	7
4126	1	6	1	0	1	0	22
4126	1	7	2	0	1	0	10
4132	1	2	3	0	1	0	1
4132	1	6	1	0	1	0	22
4132	1	7	2	0	1	0	9
4134	1	2	3	0	1	0	7
4134	1	6	1	0	1	0	22
4134	1	7	2	0	1	0	10
4135	1	2	3	0	1	0	24
4135	1	7	2	0	1	0	25
4136	1	2	1	0	1	0	92
4136	1	6	1	0	1	0	109
4136	1	7	1	0	1	0	81
4143	1	2	2	0	1	0	24
4143	1	7	1	0	1	0	25
4144	1	2	1	0	1	0	91
4144	1	7	1	0	1	0	82
4148	1	2	2	0	1	0	7
4148	1	6	1	0	1	0	22
4148	1	7	1	0	1	0	10
4151	1	2	3	0	1	0	2
4151	1	6	1	0	1	0	22
4151	1	7	2	0	1	0	10
4152	1	2	3	0	1	0	7
4152	1	6	1	0	1	0	22
4152	1	7	2	0	1	0	10
4153	1	2	2	0	1	0	7
4153	1	6	1	0	1	0	22
4153	1	7	1	0	1	0	10
4154	1	2	3	0	1	0	7
4154	1	6	1	0	1	0	22
4154	1	7	2	0	1	0	10
4156	1	2	2	0	1	0	7
4156	1	6	1	0	1	0	22
4156	1	7	1	0	1	0	10
4157	1	1	1	0	1	0	14
4157	1	2	2	0	1	0	7
4157	1	6	1	0	1	0	22
4157	1	7	1	0	1	0	81
4160	1	2	2	0	1	0	24
4160	1	7	1	0	1	0	25
4162	1	2	2	0	1	0	7
4162	1	7	1	0	1	0	81
4163	1	2	2	0	1	0	7
4163	1	6	1	0	1	0	22
4163	1	7	1	0	1	0	10
4164	1	2	1	0	1	0	93
4164	1	6	1	0	1	0	22
4164	1	7	1	0	1	0	81
4165	1	2	3	0	1	0	1
4165	1	7	2	0	1	0	9
4168	1	2	2	0	1	0	7
4168	1	7	1	0	1	0	81
4170	1	1	1	0	1	0	16
4170	1	2	2	0	1	0	92
4170	1	7	1	0	1	0	81
4171	1	2	2	0	1	0	7
4171	1	6	1	0	1	0	22
4171	1	7	1	0	1	0	10
4173	1	2	2	0	1	0	7
4173	1	6	1	0	1	0	22
4173	1	7	1	0	1	0	10
4175	1	1	1	0	1	0	16
4175	1	2	3	0	1	0	92
4175	1	7	2	0	1	0	81
4176	1	2	2	0	1	0	7
4176	1	6	1	0	1	0	22
4176	1	7	1	0	1	0	10
4179	1	2	3	0	1	0	7
4179	1	6	1	0	1	0	22
4179	1	7	2	0	1	0	10
4181	1	2	1	0	1	0	7
4188	1	2	1	0	1	0	93
4188	1	6	1	0	1	0	22
4188	1	7	1	0	1	0	103
4190	1	2	2	0	1	0	24
4190	1	6	1	0	1	0	33
4190	1	7	2	0	1	0	25
4194	1	2	2	0	1	0	24
4194	1	7	2	0	1	0	25
4195	1	2	2	0	1	0	24
4195	1	7	2	0	1	0	25
4196	1	2	2	0	1	0	7
4196	1	6	1	0	1	0	22
4196	1	7	1	0	1	0	10
4197	1	2	3	0	1	0	7
4197	1	6	1	0	1	0	22
4197	1	7	2	0	1	0	10
4198	1	2	3	0	1	0	7
4198	1	6	1	0	1	0	22
4198	1	7	2	0	1	0	10
4203	1	2	2	0	1	0	93
4203	1	6	1	0	1	0	22
4203	1	7	1	0	1	1	81
4209	1	2	2	0	1	0	24
4209	1	6	1	0	1	0	33
4209	1	7	2	0	1	0	25
4212	1	2	2	0	1	0	24
4212	1	7	2	0	1	0	25
4212	1	14	1	0	1	0	45
4216	1	2	2	0	1	0	1
4216	1	7	1	0	1	0	9
4217	1	1	1	0	1	0	16
4217	1	2	1	0	1	0	7
4217	1	6	1	0	1	0	22
4217	1	7	1	0	1	0	10
4220	1	2	2	0	1	0	7
4220	1	6	1	0	1	0	22
4220	1	7	1	0	1	0	10
4222	1	2	2	0	1	0	7
4222	1	6	1	0	1	0	22
4222	1	7	1	0	1	0	10
4223	1	2	2	0	1	0	24
4223	1	6	1	0	1	0	33
4223	1	7	2	0	1	0	25
4223	1	14	1	0	1	0	45
4226	1	2	5	0	1	0	7
4226	1	6	1	0	1	0	22
4226	1	7	4	0	1	0	10
4227	1	2	2	0	1	0	93
4227	1	6	1	0	1	0	22
4227	1	7	1	0	1	0	81
4231	1	2	3	0	1	0	7
4231	1	6	1	0	1	0	22
4231	1	7	2	0	1	0	10
4232	1	2	1	0	1	0	92
4233	1	2	2	0	1	0	7
4233	1	6	1	0	1	0	22
4233	1	7	1	0	1	0	10
4240	1	2	6	0	1	0	7
4240	1	6	1	0	1	0	22
4240	1	7	5	0	1	0	10
4241	1	2	2	0	1	0	7
4241	1	6	1	0	1	0	22
4241	1	7	1	0	1	0	10
4242	1	2	3	0	1	0	7
4242	1	6	1	0	1	0	22
4242	1	7	2	0	1	0	10
4243	2	2	1	0	1	0	24
4244	1	1	3	0	1	0	1
4244	1	7	2	0	1	0	25
4246	1	2	3	0	1	0	7
4246	1	6	1	0	1	0	22
4246	1	7	2	0	1	0	10
4247	1	2	1	0	1	0	8
4248	1	2	7	0	1	0	3
4248	1	7	4	0	1	0	10
4250	1	2	3	0	1	0	91
4250	1	6	1	0	1	0	22
4250	1	7	1	0	1	0	9
4252	1	2	3	0	1	0	7
4252	1	7	2	0	1	0	10
4253	1	2	7	0	1	0	7
4253	1	7	5	0	1	0	10
4255	1	2	3	0	1	0	7
4255	1	6	1	0	1	0	22
4255	1	7	1	0	1	0	10
4257	1	1	1	0	1	0	16
4257	1	2	3	0	1	0	92
4257	1	7	2	0	1	0	81
4259	1	2	2	0	1	0	24
4259	1	6	1	0	1	0	33
4259	1	7	2	0	1	0	25
4260	1	2	2	0	1	0	24
4260	1	6	1	0	1	0	33
4260	1	7	2	0	1	0	25
4275	1	2	2	0	1	0	91
4275	1	6	1	0	1	0	22
4275	1	7	1	0	1	0	44
4277	1	2	6	0	1	0	7
4277	1	6	1	0	1	0	22
4277	1	7	6	0	1	0	10
4279	1	2	3	0	1	0	7
4279	1	6	1	0	1	0	22
4279	1	7	2	0	1	0	10
4280	1	2	2	0	1	0	7
4280	1	6	1	0	1	0	22
4280	1	7	1	0	1	0	10
4282	1	2	1	0	1	0	93
4282	1	6	1	0	1	0	22
4282	1	7	1	0	1	0	81
4283	1	2	3	0	1	0	91
4283	1	7	2	0	1	0	82
4284	1	2	2	0	1	0	24
4284	1	6	1	0	1	0	33
4284	1	7	2	0	1	0	25
4300	1	2	3	0	1	0	7
4300	1	6	1	0	1	0	22
4300	1	7	1	0	1	0	10
4301	1	2	2	0	1	0	24
4301	1	7	2	0	1	0	25
4303	1	2	1	0	1	0	24
4303	1	7	1	0	1	0	25
4303	1	14	1	1	1	0	45
4304	1	2	2	0	1	0	24
4304	1	6	1	0	1	0	33
4304	1	7	2	0	1	0	25
4305	1	2	2	0	1	0	7
4305	1	6	1	0	1	0	22
4305	1	7	1	0	1	0	10
4309	1	2	2	0	1	1	7
4309	1	4	1	0	1	0	43
4309	1	6	1	0	1	0	22
4309	1	7	1	0	1	1	10
4311	1	2	2	0	1	0	93
4311	1	6	1	0	1	0	22
4311	1	7	1	0	1	0	103
4313	1	2	2	0	1	0	91
4313	1	6	1	0	1	0	22
4313	1	7	1	0	1	0	82
4315	1	2	3	0	1	0	1
4315	1	7	3	0	1	0	9
4317	1	2	2	0	1	0	7
4317	1	6	1	0	1	0	22
4317	1	7	1	0	1	0	10
4322	1	2	2	0	1	0	91
4322	1	6	1	0	1	0	22
4322	1	7	1	0	1	0	82
4324	1	2	2	0	1	0	92
4324	1	6	1	0	1	0	22
4324	1	7	1	0	1	0	81
4327	1	2	2	0	1	0	24
4327	1	7	2	0	1	0	25
4328	1	2	2	0	1	0	24
4328	1	7	2	0	1	0	25
4330	1	2	3	0	1	0	1
4330	1	7	3	0	1	0	9
4333	1	2	3	0	1	0	91
4333	1	6	1	0	1	0	22
4333	1	7	1	0	1	0	81
4340	1	2	2	0	1	0	24
4340	1	7	2	0	1	0	25
4340	1	14	1	0	1	0	45
4342	1	1	1	0	1	0	16
4342	1	2	3	0	1	0	7
4342	1	4	1	0	1	0	43
4342	1	6	1	0	1	0	22
4342	1	7	2	0	1	0	10
4346	1	2	2	0	1	0	93
4346	1	6	1	0	1	0	22
4346	1	7	1	0	1	0	81
4350	1	2	3	0	1	0	7
4350	1	7	2	0	1	0	10
4351	1	2	2	0	1	0	24
4351	1	6	1	0	1	0	33
4351	1	7	2	0	1	0	25
4352	1	1	1	0	1	0	16
4352	1	2	3	0	1	0	7
4352	1	6	1	0	1	0	22
4352	1	7	2	0	1	0	10
4355	1	2	3	0	1	0	7
4355	1	6	1	0	1	0	22
4355	1	7	2	0	1	0	10
4357	1	2	4	0	1	0	7
4357	1	6	1	0	1	0	22
4357	1	7	4	0	1	0	10
4357	1	13	1	0	1	0	42
4359	1	2	6	0	1	0	7
4359	1	6	1	0	1	0	22
4359	1	7	5	0	1	0	10
4359	1	13	1	0	1	0	42
4360	1	2	2	0	1	0	24
4360	1	7	2	0	1	0	25
4361	1	2	2	0	1	0	93
4361	1	6	1	0	1	0	22
4361	1	7	1	0	1	0	81
4362	1	2	2	0	1	0	91
4362	1	7	1	0	1	0	82
4364	1	2	3	0	1	0	7
4364	1	6	1	0	1	0	22
4364	1	7	2	0	1	0	10
4365	1	2	2	0	1	0	24
4365	1	7	2	0	1	0	25
4366	1	2	2	0	1	0	7
4366	1	6	1	0	1	0	22
4366	1	7	1	0	1	0	10
4367	1	2	3	0	1	0	7
4367	1	7	2	0	1	0	9
4369	1	2	2	0	1	0	24
4369	1	7	2	0	1	0	25
4374	1	2	2	0	1	0	24
4374	1	6	1	0	1	0	33
4374	1	7	2	0	1	0	25
4377	1	2	2	0	1	0	24
4377	1	7	2	0	1	0	25
4380	1	2	3	0	1	0	7
4380	1	6	1	0	1	0	22
4380	1	7	2	0	1	0	10
4382	1	2	1	0	1	0	93
4382	1	6	1	0	1	0	22
4382	1	7	1	0	1	0	81
4384	1	2	2	0	1	0	24
4384	1	7	2	0	1	0	25
4385	1	2	2	0	1	0	7
4385	1	6	1	0	1	0	22
4385	1	7	1	0	1	0	10
4385	1	13	1	0	1	0	42
4386	1	2	3	0	1	0	7
4386	1	6	1	0	1	0	22
4386	1	7	2	0	1	0	10
4386	1	13	1	0	1	0	42
4388	1	2	2	0	1	0	24
4388	1	7	2	0	1	0	25
4391	1	2	2	0	1	0	7
4391	1	6	1	0	1	0	22
4391	1	7	1	0	1	0	10
4392	1	2	1	0	1	0	92
4395	1	2	2	0	1	0	24
4395	1	6	1	0	1	0	33
4395	1	7	2	0	1	0	25
4395	1	14	1	0	1	0	45
4396	1	2	2	0	1	0	24
4396	1	7	2	0	1	0	25
4397	1	2	3	0	1	0	93
4397	1	6	1	0	1	0	22
4397	1	7	2	0	1	0	81
4400	1	2	1	0	1	0	24
4400	1	7	1	0	1	0	25
4402	1	2	2	0	1	0	24
4402	1	6	1	0	1	0	33
4402	1	7	2	0	1	0	25
4406	1	1	1	0	1	0	16
4406	1	2	3	0	1	0	2
4406	1	7	2	0	1	0	10
4410	1	2	2	0	1	0	7
4410	1	6	1	0	1	0	22
4410	1	7	1	0	1	0	10
4411	1	2	9	0	1	0	7
4411	1	7	4	0	1	0	10
4416	1	2	3	0	1	0	7
4416	1	6	1	0	1	0	22
4416	1	7	2	0	1	0	10
4417	1	2	3	0	1	0	7
4417	1	6	1	0	1	0	22
4417	1	7	2	0	1	0	10
4419	1	1	1	0	1	0	16
4419	1	2	3	0	1	0	92
4419	1	6	1	0	1	0	22
4419	1	7	1	0	1	0	103
4420	1	2	2	0	1	0	91
4420	1	6	1	0	1	0	22
4420	1	7	1	0	1	0	82
4423	1	2	2	0	1	0	1
4423	1	6	1	0	1	0	22
4423	1	7	1	0	1	0	9
4424	1	2	2	0	1	0	24
4424	1	7	2	0	1	0	25
4431	1	2	2	0	1	0	7
4431	1	6	1	0	1	0	22
4431	1	7	1	0	1	0	10
4435	1	2	1	0	1	0	92
4435	1	6	1	0	1	0	109
4435	1	7	1	0	1	0	81
4436	1	2	2	0	1	0	7
4436	1	6	1	0	1	0	22
4436	1	7	1	0	1	0	10
4437	1	2	3	0	1	0	7
4437	1	7	2	0	1	0	10
4438	1	2	3	0	1	0	7
4438	1	7	2	0	1	0	10
4441	1	2	3	0	1	0	7
4441	1	6	1	0	1	0	22
4441	1	7	1	0	1	0	10
4443	1	2	3	0	1	0	1
4443	1	6	1	0	1	0	22
4443	1	7	2	0	1	0	9
4446	1	2	2	0	1	0	24
4446	1	7	2	0	1	0	25
4447	1	2	2	0	1	0	7
4447	1	6	1	0	1	0	22
4447	1	7	1	0	1	0	10
4454	1	2	1	0	1	0	91
4454	1	6	1	0	1	0	22
4454	1	7	1	0	1	0	82
4457	1	2	1	0	1	0	24
4457	1	7	1	0	1	0	25
4459	1	1	1	0	1	0	48
4459	1	2	5	0	1	0	7
4459	1	6	1	0	1	0	22
4459	1	7	3	0	1	0	10
4461	1	2	3	0	1	0	7
4461	1	6	1	0	1	0	22
4461	1	7	2	0	1	0	10
4462	1	2	1	0	1	0	93
4462	1	6	1	0	1	0	22
4462	1	7	1	0	1	0	81
4465	1	2	2	0	1	0	91
4465	1	6	1	0	1	0	22
4465	1	7	1	0	1	0	81
4466	1	1	3	0	1	0	14
4466	1	2	3	0	1	0	1
4466	1	7	3	0	1	0	9
4467	1	1	1	0	1	0	14
4467	1	2	2	0	1	0	1
4467	1	7	2	0	1	0	9
4470	1	2	1	0	1	0	93
4470	1	6	1	0	1	0	22
4470	1	7	1	0	1	0	103
4471	1	2	3	0	1	0	7
4471	1	6	1	0	1	0	22
4471	1	7	2	0	1	0	10
4472	1	1	1	0	1	0	16
4472	1	2	2	0	1	0	92
4472	1	6	1	0	1	0	22
4472	1	7	1	0	1	0	103
4473	1	1	1	0	1	0	16
4473	1	2	7	0	1	0	7
4473	1	7	4	0	1	0	10
4474	1	2	2	0	1	0	24
4474	1	6	1	0	1	0	33
4474	1	7	2	0	1	0	25
4476	1	2	1	0	1	0	24
4476	1	6	1	0	1	0	33
4476	1	7	1	0	1	0	25
4477	1	2	1	0	1	0	1
4477	1	6	1	0	1	0	22
4477	1	7	1	0	1	0	9
4479	1	2	3	0	1	0	7
4479	1	6	1	0	1	0	22
4479	1	7	2	0	1	0	10
4480	1	2	1	0	1	0	24
4480	1	6	1	0	1	0	33
4480	1	7	1	0	1	0	25
4480	1	14	1	0	1	0	45
4483	1	2	2	0	1	0	24
4483	1	7	2	0	1	0	25
4485	1	1	2	0	1	0	28
4485	1	2	2	0	1	0	24
4485	1	6	1	0	1	0	33
4485	1	7	2	0	1	0	25
4486	1	2	1	0	1	0	92
4486	1	6	1	0	1	0	109
4486	1	7	1	0	1	0	81
4486	1	14	1	0	1	0	69
4487	1	2	1	0	1	0	24
4487	1	6	1	0	1	0	33
4487	1	7	1	0	1	0	25
4489	1	2	2	0	1	0	91
4489	1	6	1	0	1	0	22
4489	1	7	1	0	1	0	82
4490	1	2	1	0	1	0	24
4490	1	7	1	0	1	0	25
4490	1	14	1	0	1	0	45
4494	1	2	2	0	1	0	91
4494	1	6	1	0	1	0	22
4494	1	7	1	0	1	0	82
4495	1	2	2	0	1	0	24
4495	1	6	1	0	1	0	33
4495	1	7	2	0	1	0	25
4498	1	1	1	0	1	0	48
4498	1	2	2	0	1	0	91
4498	1	6	1	0	1	0	22
4498	1	7	1	0	1	0	82
4502	1	2	1	0	1	0	93
4502	1	7	1	0	1	0	81
4503	1	2	2	0	1	0	7
4503	1	6	1	0	1	0	22
4503	1	7	1	0	1	0	10
4507	1	2	2	0	1	0	24
4507	1	6	1	0	1	0	33
4507	1	7	2	0	1	0	25
4508	1	2	2	0	1	0	24
4508	1	6	1	0	1	0	33
4508	1	7	2	0	1	0	25
4510	1	2	3	0	1	0	7
4510	1	6	1	0	1	0	22
4510	1	7	2	0	1	0	10
4511	1	2	2	0	1	0	24
4511	1	7	2	0	1	0	25
4512	1	1	1	0	1	0	16
4512	1	2	3	0	1	0	7
4512	1	6	1	0	1	0	22
4512	1	7	2	0	1	0	10
4515	1	2	1	0	1	0	93
4515	1	6	1	0	1	0	22
4515	1	7	1	0	1	0	103
4516	1	2	2	0	1	0	7
4516	1	6	1	0	1	0	22
4516	1	7	1	0	1	0	10
4518	1	2	2	0	1	0	24
4518	1	7	2	0	1	0	25
4521	1	2	2	0	1	0	1
4521	1	6	1	0	1	0	22
4521	1	7	1	0	1	0	9
4523	1	2	1	0	1	0	7
4523	1	6	1	0	1	0	22
4523	1	7	1	0	1	0	10
4524	1	2	2	0	1	0	24
4524	1	6	1	0	1	0	33
4524	1	7	2	0	1	0	27
4527	1	2	3	0	1	0	7
4527	1	6	1	0	1	0	22
4527	1	7	2	0	1	0	10
4528	1	2	2	0	1	0	7
4528	1	6	1	0	1	0	22
4528	1	7	1	0	1	0	10
4529	1	2	3	0	1	0	7
4529	1	6	1	0	1	0	22
4529	1	7	2	0	1	0	10
4530	1	2	3	0	1	0	7
4530	1	6	1	0	1	0	22
4530	1	7	2	0	1	0	10
4533	1	2	5	0	1	0	7
4533	1	6	1	0	1	0	22
4533	1	7	3	0	1	0	10
4534	1	2	6	0	1	0	7
4534	1	6	1	0	1	0	22
4534	1	7	5	0	1	0	12
4535	1	2	6	0	1	0	7
4535	1	6	1	0	1	0	22
4535	1	7	5	0	1	0	10
4536	1	2	2	0	1	0	7
4536	1	6	1	0	1	0	22
4536	1	7	1	0	1	0	10
4537	1	2	3	0	1	0	7
4537	1	6	1	0	1	0	22
4537	1	7	2	0	1	0	10
4538	1	2	3	0	1	0	7
4538	1	6	1	0	1	0	22
4538	1	7	2	0	1	0	10
4538	2	2	1	0	1	0	7
4538	2	7	1	0	1	0	10
4538	2	9	1	0	1	0	23
4539	1	2	3	0	1	0	7
4539	1	6	1	0	1	0	22
4539	1	7	2	0	1	0	10
4540	1	1	1	0	1	0	16
4540	1	2	2	0	1	0	92
4540	1	6	1	0	1	0	22
4540	1	7	1	0	1	0	81
4546	1	2	3	0	1	0	91
4546	1	6	1	0	1	0	22
4546	1	7	3	0	1	0	82
4547	1	2	6	0	1	0	7
4547	1	6	1	0	1	0	22
4547	1	7	4	0	1	0	10
4547	1	13	1	0	1	0	42
4550	1	2	2	0	1	0	24
4550	1	7	2	0	1	0	25
4550	1	14	1	0	1	0	45
4552	1	2	3	0	1	0	92
4552	1	6	1	0	1	0	22
4552	1	7	2	0	1	0	81
4553	1	2	1	0	1	0	93
4553	1	6	1	0	1	0	22
4553	1	7	1	0	1	0	81
4554	1	2	1	0	1	0	24
4554	1	7	1	0	1	0	25
4556	1	2	3	0	1	0	1
4556	1	6	1	0	1	0	22
4556	1	7	3	0	1	0	9
4557	1	2	2	0	1	0	24
4557	1	6	1	0	1	0	33
4557	1	7	2	0	1	0	25
4559	1	2	2	0	1	0	24
4559	1	6	1	0	1	0	33
4559	1	7	2	0	1	0	25
4560	1	2	2	0	1	0	24
4560	1	6	1	0	1	0	33
4560	1	7	2	0	1	0	25
4562	1	2	2	0	1	0	24
4562	1	6	1	0	1	0	22
4562	1	7	2	0	1	0	25
4563	1	2	2	0	1	0	24
4563	1	6	1	0	1	0	33
4563	1	7	2	0	1	0	25
4564	1	2	1	0	1	0	24
4564	1	6	1	0	1	0	33
4564	1	7	1	0	1	0	25
4565	1	2	2	0	1	0	24
4565	1	6	1	0	1	0	33
4565	1	7	2	0	1	0	25
4566	1	2	2	0	1	0	24
4566	1	6	1	0	1	0	33
4566	1	7	2	0	1	0	25
4568	1	1	1	0	1	0	48
4568	1	2	8	0	1	0	54
4568	1	7	5	0	1	0	10
4569	1	2	2	0	1	0	93
4569	1	6	1	0	1	0	22
4569	1	7	1	0	1	0	81
4570	1	2	2	0	1	0	24
4570	1	6	1	0	1	0	22
4570	1	7	2	0	1	0	25
4573	1	2	1	0	1	0	91
4573	1	7	1	0	1	0	82
4573	8	2	1	0	1	0	92
4573	8	6	1	0	1	0	109
4573	8	7	1	0	1	0	103
4575	1	1	1	0	1	0	48
4575	1	2	5	0	1	0	7
4575	1	6	1	0	1	0	22
4575	1	7	4	0	1	0	10
4575	1	13	1	0	1	0	42
4576	1	2	3	0	1	0	7
4576	1	6	1	0	1	0	22
4576	1	7	2	0	1	0	10
4577	1	2	3	0	1	0	7
4577	1	6	1	0	1	0	22
4577	1	7	2	0	1	0	10
4581	1	1	1	0	1	0	16
4581	1	2	3	0	1	0	7
4581	1	6	1	0	1	0	22
4581	1	7	1	0	1	0	10
4582	1	2	2	0	1	0	24
4582	1	6	1	0	1	0	33
4582	1	7	2	0	1	0	25
4583	1	2	2	0	1	0	24
4583	1	6	1	0	1	0	33
4583	1	7	2	0	1	0	25
4585	1	2	2	0	1	0	24
4585	1	7	2	0	1	0	25
4585	1	14	1	0	1	0	45
4592	1	2	2	0	1	0	24
4592	1	7	2	0	1	0	25
4598	1	2	2	0	1	0	24
4598	1	6	1	0	1	0	33
4598	1	7	2	0	1	0	25
4599	1	2	1	0	1	0	106
4599	1	6	1	0	1	0	22
4599	1	7	1	0	1	0	82
4600	1	2	2	0	1	0	93
4600	1	6	1	0	1	0	109
4600	1	7	1	0	1	0	81
4602	1	2	1	0	1	0	92
4602	1	7	1	0	1	0	81
4603	1	2	3	0	1	0	7
4603	1	6	1	0	1	0	22
4603	1	7	2	0	1	0	10
4604	1	2	2	0	1	0	93
4604	1	6	1	0	1	0	22
4604	1	7	1	0	1	0	81
4605	1	2	2	0	1	0	24
4605	1	6	1	0	1	0	33
4605	1	7	2	0	1	0	25
4606	1	2	1	0	1	0	93
4606	1	6	1	0	1	0	109
4606	1	7	1	0	1	0	81
4612	1	2	1	0	1	0	7
4612	1	7	1	0	1	0	81
4613	1	2	1	0	1	0	24
4613	1	7	1	0	1	0	25
4614	1	14	1	0	1	0	45
4619	1	2	2	0	1	0	93
4619	1	6	1	0	1	0	22
4619	1	7	1	0	1	0	81
4620	1	2	2	0	1	0	24
4620	1	6	1	0	1	0	33
4620	1	7	2	0	1	0	25
4620	1	14	1	0	1	0	45
4621	1	2	2	0	1	0	93
4621	1	6	1	0	1	0	22
4621	1	7	1	0	1	0	81
4622	1	2	3	0	1	0	7
4622	1	6	1	0	1	0	22
4622	1	7	2	0	1	0	10
4623	1	2	2	0	1	0	24
4623	1	7	2	0	1	0	25
4624	1	2	2	0	1	0	24
4624	1	7	2	0	1	0	25
4624	1	14	1	0	1	0	45
4626	1	2	1	0	1	0	24
4626	1	6	1	0	1	0	33
4626	1	7	1	0	1	0	25
4629	1	2	2	0	1	0	7
4629	1	6	1	0	1	0	22
4629	1	7	1	0	1	0	10
4632	1	2	2	0	1	0	24
4632	1	7	2	0	1	0	25
4634	1	2	2	0	1	0	91
4634	1	6	1	0	1	0	22
4634	1	7	1	0	1	0	82
4635	1	2	2	0	1	0	24
4635	1	6	1	0	1	0	33
4635	1	7	2	0	1	0	25
4636	1	2	2	0	1	0	93
4636	1	6	1	0	1	0	22
4636	1	7	1	0	1	0	81
4637	1	2	3	0	1	0	1
4637	1	6	1	0	1	0	22
4637	1	7	3	0	1	0	9
4645	1	2	2	0	1	0	24
4645	1	7	2	0	1	0	25
4653	2	9	1	0	1	0	23
4655	1	2	3	0	1	0	1
4655	1	6	1	0	1	0	22
4655	1	7	3	0	1	0	9
4656	1	2	2	0	1	0	24
4656	1	7	2	0	1	0	25
4657	1	1	1	0	1	0	16
4657	1	2	5	0	1	0	54
4657	1	7	4	0	1	0	10
4659	1	1	1	0	1	0	16
4659	1	2	1	0	1	0	93
4659	1	6	1	0	1	0	109
4659	1	7	1	0	1	0	103
4660	1	2	1	0	1	0	92
4660	1	7	1	0	1	0	81
4661	1	2	2	0	1	0	24
4661	1	6	1	0	1	0	33
